feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
SV_303	time_responder	1_pre_R	0.000458052512490796	0.000387593179263006	20	19	0.254557573722525	0.69838385561089
SV_304	timepoint	2_post	-0.000665132106979499	0.000470120852008662	20	3	0.194846341971006	0.69838385561089
SV_304	time_responder	1_pre_R	-0.000646127561632	0.000664851284865045	20	3	0.359594272880795	0.69838385561089
SV_305	time_responder	1_pre_R	0.000676589672896918	0.00044436819698873	20	2	0.166360866346131	0.69838385561089
SV_306	metabolic_responder	R	0.000206183428172725	0.000145933498398761	20	0	0.176970189263124	0.69838385561089
SV_306	time_responder	1_pre_R	-0.000264710486641672	0.000198136590006672	20	0	0.218303746758519	0.69838385561089
SV_308	metabolic_responder	R	-0.00107362237820523	0.000768605532973189	20	20	0.181535098014471	0.69838385561089
SV_308	timepoint	2_post	0.00124212826596429	0.00076860553297319	20	20	0.125620580556457	0.69838385561089
SV_308	time_responder	1_pre_R	0.00123982422133426	0.00108697236884569	20	20	0.270813756474831	0.69838385561089
SV_309	metabolic_responder	R	-0.00192865637526134	0.00170984003973508	20	2	0.290903463186366	0.69838385561089
SV_309	timepoint	2_post	0.000457625507549613	0.000324520582582235	20	2	0.196167407882385	0.69838385561089
SV_309	time_responder	1_pre_R	0.000471531874005597	0.000458941409157015	20	2	0.334276192702678	0.69838385561089
SV_31	time_responder	1_pre_R	-0.00176444708519643	0.00115462275742159	20	4	0.164995026805465	0.69838385561089
SV_310	metabolic_responder	R	-0.00159992334035775	0.00113184417694126	20	20	0.176653537578595	0.69838385561089
SV_310	timepoint	2_post	0.00162228445853532	0.00113184417694126	20	20	0.171020852870861	0.69838385561089
SV_310	time_responder	1_pre_R	0.00161998041390529	0.00160066938552334	20	20	0.326568462552698	0.69838385561089
SV_311	metabolic_responder	R	-0.00116178680043755	0.000620423707450022	20	3	0.0916013700251438	0.69838385561089
SV_311	timepoint	2_post	0.000584659615731464	0.000271883083434092	20	3	0.063734742419102	0.69838385561089
SV_311	time_responder	1_pre_R	0.000582355571101417	0.000384500743972308	20	3	0.16834298632315	0.69838385561089
SV_313	metabolic_responder	R	-0.00108052527719439	0.000544130771781206	20	3	0.0718545430432321	0.69838385561089
SV_313	timepoint	2_post	0.000551612539195817	0.000324336568608509	20	3	0.127409865932099	0.69838385561089
SV_313	time_responder	1_pre_R	0.000682416511893099	0.000458681174099705	20	3	0.175126701035028	0.69838385561089
SV_314	metabolic_responder	R	-0.000789881513840519	0.000559845207611051	20	1	0.188214645428089	0.69838385561089
SV_314	timepoint	2_post	0.000448749919982167	0.000274092640907081	20	1	0.140220145341811	0.69838385561089
SV_314	time_responder	1_pre_R	0.000446445875352127	0.000387625530117452	20	1	0.282680988093741	0.69838385561089
SV_315	timepoint	2_post	-0.00049757099894107	0.000371671516545997	20	1	0.217449467776774	0.69838385561089
SV_315	time_responder	1_pre_R	-0.000595144017762393	0.000525622899447125	20	1	0.290317116034853	0.69838385561089
SV_316	time_responder	1_pre_R	0.000729775184305375	0.000772235216842671	20	1	0.35870383117456	0.69838385561089
SV_318	timepoint	2_post	-0.000168351925112846	9.72647465309064e-05	20	2	0.121722324888928	0.69838385561089
SV_318	time_responder	1_pre_R	-0.000133805152297021	0.000137553123684789	20	2	0.359166259540648	0.69838385561089
SV_319	metabolic_responder	R	8.4885696599233e-05	4.32179739156239e-05	20	0	0.0692977974621252	0.69838385561089
SV_319	time_responder	1_pre_R	-7.05771894014006e-05	4.93504108382741e-05	20	0	0.190553001418061	0.69838385561089
SV_32	timepoint	2_post	-0.00643944742976173	0.0049298608851808	20	13	0.227782889115125	0.69838385561089
SV_320	metabolic_responder	R	0.000464129797767286	0.000228137173608697	20	1	0.0614701250439019	0.69838385561089
SV_320	time_responder	1_pre_R	-0.000541684615339685	0.000251924554268071	20	1	0.0637568219298925	0.69838385561089
SV_323	timepoint	2_post	-0.000268160405463853	0.000210191072016784	20	0	0.237822603341745	0.69838385561089
SV_324	timepoint	2_post	-0.000159990134271597	0.000118355332636044	20	0	0.213421243316044	0.69838385561089
SV_327	time_responder	1_pre_R	0.000353639988379478	0.00027430507527507	20	0	0.23334551790552	0.69838385561089
SV_328	metabolic_responder	R	-0.00160656277125708	0.000891500427374879	20	3	0.0971470777330446	0.69838385561089
SV_328	timepoint	2_post	0.000879339242842973	0.00056518452559383	20	3	0.158355886767351	0.69838385561089
SV_328	time_responder	1_pre_R	0.000930849092922472	0.000799291621338198	20	3	0.277734727357888	0.69838385561089
SV_329	time_responder	1_pre_R	0.00207447322316105	0.00207983285483603	20	1	0.333405661990777	0.69838385561089
SV_33	timepoint	2_post	-0.00406689069031443	0.00232001210752034	20	13	0.117701303621665	0.69838385561089
SV_33	time_responder	1_pre_R	-0.00761996518192101	0.00328099258732506	20	13	0.0487321319928298	0.69838385561089
SV_331	timepoint	2_post	-0.000206179302880688	0.000155695604939986	20	1	0.222003051395511	0.69838385561089
SV_332	timepoint	2_post	-0.000431162694916145	0.000274875976171081	20	20	0.136310465322119	0.69838385561089
SV_332	time_responder	1_pre_R	-0.000433466739546174	0.000388733333471687	20	20	0.281287440910288	0.69838385561089
SV_334	metabolic_responder	R	0.000568574941982346	0.000544938051558423	20	1	0.321602101914715	0.69838385561089
SV_335	metabolic_responder	R	0.00129095057995053	0.000913618057747242	20	20	0.176811152777899	0.69838385561089
SV_335	time_responder	1_pre_R	-0.00139534748762572	0.00129205104809512	20	20	0.296176404625716	0.69838385561089
SV_338	metabolic_responder	R	4.98370134424475e-05	3.52293606883349e-05	20	20	0.177016961760216	0.69838385561089
SV_338	timepoint	2_post	-4.58307957241111e-05	3.1713528337323e-05	20	20	0.186421138250822	0.69838385561089
SV_338	time_responder	1_pre_R	-4.81348403541971e-05	4.48497018853457e-05	20	20	0.314463569301752	0.69838385561089
SV_34	time_responder	1_pre_R	0.000872933036724747	0.000923602752162049	20	2	0.358643264382144	0.69838385561089
SV_341	timepoint	2_post	-0.0010043705968338	0.000696658924044683	20	3	0.187363697084172	0.69838385561089
SV_341	time_responder	1_pre_R	-0.00101769963928131	0.00098522449873224	20	3	0.33183527749184	0.69838385561089
SV_342	metabolic_responder	R	0.000672420037085159	0.000686779746528245	20	2	0.3560915870104	0.69838385561089
SV_342	timepoint	2_post	-5.05737056809698e-05	4.51419694427022e-05	20	2	0.295078267757508	0.69838385561089
SV_345	metabolic_responder	R	-0.000392074369740994	0.00027676885832924	20	20	0.175771781610273	0.69838385561089
SV_345	time_responder	1_pre_R	0.000390318302987869	0.000391044932527843	20	20	0.347441234160841	0.69838385561089
SV_346	timepoint	2_post	5.4772830265649e-05	3.99480597984388e-05	20	0	0.207570249671332	0.69838385561089
SV_347	metabolic_responder	R	-0.000988398904906838	0.000704381725379071	20	20	0.179661289083258	0.69838385561089
SV_347	timepoint	2_post	0.00111016217986403	0.000704381725379071	20	20	0.13457135722649	0.69838385561089
SV_347	time_responder	1_pre_R	0.001107858135234	0.000996146189118843	20	20	0.282507975921052	0.69838385561089
SV_349	metabolic_responder	R	-0.00159419756519263	0.00112774379368749	20	20	0.176635519167402	0.69838385561089
SV_349	timepoint	2_post	0.00161067827037117	0.00112774379368749	20	20	0.172454981616459	0.69838385561089
SV_349	time_responder	1_pre_R	0.00160837422574111	0.00159487056791494	20	20	0.32823907129668	0.69838385561089
SV_35	metabolic_responder	R	0.00367894025501779	0.00249852654949274	20	16	0.160298890780448	0.69838385561089
SV_352	metabolic_responder	R	0.000148815101556565	8.85596878498052e-05	20	20	0.112305825092557	0.69838385561089
SV_352	timepoint	2_post	-0.000121920301253883	8.75592289999339e-05	20	20	0.201273096403128	0.69838385561089
SV_352	time_responder	1_pre_R	-0.00015057116830981	0.000123827449162638	20	20	0.258653858633677	0.69838385561089
SV_353	time_responder	1_pre_R	0.00172876496724126	0.00180318405909249	20	1	0.351959643065132	0.69838385561089
SV_355	metabolic_responder	R	-0.00149850525516089	0.00107373663643453	20	1	0.182318339070558	0.69838385561089
SV_355	timepoint	2_post	0.00139516432124203	0.000990675096284713	20	1	0.196698403798591	0.69838385561089
SV_355	time_responder	1_pre_R	0.00147326703566792	0.00140102615707111	20	1	0.323723929829758	0.69838385561089
SV_356	timepoint	2_post	-0.000370217254758889	0.000312657271335851	20	0	0.270359535783516	0.69838385561089
SV_356	time_responder	1_pre_R	-0.000442787374665051	0.000442164153497726	20	0	0.345952343850363	0.69838385561089
SV_357	timepoint	2_post	-0.00130287428943242	0.000613757838588292	20	2	0.0665364126973573	0.69838385561089
SV_357	time_responder	1_pre_R	-0.00112824809608138	0.000867984659344359	20	2	0.229853266289987	0.69838385561089
SV_359	metabolic_responder	R	-0.000471015787188186	0.000392965176421046	20	1	0.248278549883428	0.69838385561089
SV_361	time_responder	1_pre_R	0.00181856636191732	0.00176942896978277	20	1	0.334127239810264	0.69838385561089
SV_367	metabolic_responder	R	-0.000452044254368798	0.000320385014472512	20	1	0.177409956684117	0.69838385561089
SV_367	timepoint	2_post	0.000506122999503754	0.000320385014472512	20	1	0.133731995542857	0.69838385561089
SV_367	time_responder	1_pre_R	0.000507253774243113	0.000453092832648127	20	1	0.279436977501374	0.69838385561089
SV_368	time_responder	1_pre_R	0.00041401395440841	0.000194690222004405	20	0	0.0493693713729488	0.69838385561089
SV_369	time_responder	1_pre_R	0.00171847450049701	0.00181956196094074	20	1	0.358987401096257	0.69838385561089
SV_370	metabolic_responder	R	-0.000776429144536701	0.000461628728989301	20	2	0.111992382362252	0.69838385561089
SV_370	timepoint	2_post	0.000646735676751597	0.000461628728989301	20	2	0.180314909309793	0.69838385561089
SV_370	time_responder	1_pre_R	0.000644431632121533	0.000652841609317723	20	2	0.338278285463455	0.69838385561089
SV_371	time_responder	1_pre_R	0.000178170993341483	0.000156485071147354	20	2	0.287822916111493	0.69838385561089
SV_372	metabolic_responder	R	-0.000319249261066888	0.000251771323944233	20	1	0.222935144546889	0.69838385561089
SV_375	timepoint	2_post	-0.000174085044897427	0.000131960163400738	20	0	0.2235998893448	0.69838385561089
SV_376	metabolic_responder	R	-0.00107440177832394	0.000821475740873441	20	1	0.211529952156353	0.69838385561089
SV_376	timepoint	2_post	0.000932499464880987	0.000665577129068108	20	1	0.198779845266624	0.69838385561089
SV_377	time_responder	1_pre_R	-0.000250841755480635	0.000202455878036337	20	0	0.250464255754399	0.69838385561089
SV_38	metabolic_responder	R	0.00511707787399978	0.00463228936029451	20	10	0.297399144933305	0.69838385561089
SV_38	timepoint	2_post	-0.00311230850491031	0.00172617017552228	20	10	0.109049485469308	0.69838385561089
SV_38	time_responder	1_pre_R	-0.00433220111553673	0.00244117327318755	20	10	0.113877873762664	0.69838385561089
SV_381	time_responder	1_pre_R	0.00056289094901312	0.000499533121372423	20	1	0.292474973309452	0.69838385561089
SV_382	metabolic_responder	R	-5.79510628409136e-05	4.67780436510558e-05	20	20	0.233267562961979	0.69838385561089
SV_382	timepoint	2_post	8.76773228727243e-05	4.67780436510558e-05	20	20	0.079263350776746	0.69838385561089
SV_382	time_responder	1_pre_R	8.53732782427231e-05	6.61541437526037e-05	20	20	0.215208232761461	0.69838385561089
SV_384	timepoint	2_post	3.95128641559638e-05	2.92873350245577e-05	20	0	0.214229397737537	0.69838385561089
SV_384	time_responder	1_pre_R	4.18329473921519e-05	4.14185463974941e-05	20	0	0.342061754465831	0.69838385561089
SV_388	metabolic_responder	R	0.000489328340176999	0.000414685526594129	20	2	0.269251978161879	0.69838385561089
SV_390	metabolic_responder	R	-0.000117041483193033	0.000100179997910312	20	20	0.259795099235026	0.69838385561089
SV_390	time_responder	1_pre_R	0.000190542656715978	0.000141675911723271	20	20	0.197406684099194	0.69838385561089
SV_391	metabolic_responder	R	-0.00060336733849747	0.000566243256488621	20	2	0.317140345797032	0.69838385561089
SV_396	metabolic_responder	R	0.000480702771408805	0.000350638127501874	20	1	0.19121592618175	0.69838385561089
SV_396	time_responder	1_pre_R	-0.000400328874577899	0.000409084761183222	20	1	0.356441178267691	0.69838385561089
SV_397	metabolic_responder	R	-0.000378655541637838	0.000268710630959968	20	20	0.177927596051335	0.69838385561089
SV_397	timepoint	2_post	0.000401836083089082	0.000268710630959968	20	20	0.154266354937507	0.69838385561089
SV_397	time_responder	1_pre_R	0.00039953203845913	0.000380014218657419	20	20	0.308713612530328	0.69838385561089
SV_398	timepoint	2_post	1.33782576286407e-05	1.05826957564141e-05	20	20	0.208313646318735	0.69838385561089
SV_399	time_responder	1_pre_R	3.00055426731997e-05	2.40574470493745e-05	20	0	0.247581931199771	0.69838385561089
SV_4	timepoint	2_post	0.00377324883309412	0.00281827416681357	20	19	0.217414500559562	0.69838385561089
SV_401	timepoint	2_post	0.000108631140154848	7.79916737564519e-05	20	20	0.201146789042197	0.69838385561089
SV_402	time_responder	1_pre_R	-0.000125675779824889	0.000116683463625326	20	0	0.312854789025045	0.69838385561089
SV_403	metabolic_responder	R	-0.000353681439676652	0.000250974404941733	20	20	0.177905562759865	0.69838385561089
SV_403	timepoint	2_post	0.000374266217814639	0.000250974404941733	20	20	0.155346978943155	0.69838385561089
SV_403	time_responder	1_pre_R	0.000371962173184572	0.000354931407277116	20	20	0.310219928905891	0.69838385561089
SV_404	metabolic_responder	R	9.60867189126344e-05	8.98149624222456e-05	20	0	0.3009006577419	0.69838385561089
SV_404	time_responder	1_pre_R	-0.0001512078359366	0.000117415565729404	20	0	0.233815851471914	0.69838385561089
SV_407	timepoint	2_post	0.000210985493637396	0.000107196153326842	20	20	0.0666208881854212	0.69838385561089
SV_407	time_responder	1_pre_R	0.000208681449007363	0.000151598253869046	20	20	0.187612921203906	0.69838385561089
SV_409	metabolic_responder	R	-2.65738556116182e-05	2.49123212566286e-05	20	0	0.301941320645508	0.69838385561089
SV_410	metabolic_responder	R	-0.000885486858682681	0.000626608510171188	20	20	0.176772692445173	0.69838385561089
SV_410	timepoint	2_post	0.000896896578013545	0.000626608510171189	20	20	0.171573003159758	0.69838385561089
SV_410	time_responder	1_pre_R	0.000894592533383502	0.000886158253382494	20	20	0.327750427817665	0.69838385561089
SV_411	metabolic_responder	R	-0.00021347943995375	0.000153563176293078	20	1	0.183514346187092	0.69838385561089
SV_411	timepoint	2_post	0.000252086680616498	0.000153563176293078	20	1	0.120183090146822	0.69838385561089
SV_411	time_responder	1_pre_R	0.000249782635986413	0.000217171126594761	20	1	0.266977164913933	0.69838385561089
SV_413	timepoint	2_post	-3.07749207536207e-05	2.83108046053229e-05	20	0	0.293125354817272	0.69838385561089
SV_415	metabolic_responder	R	0.000231786112366037	0.000160169853853271	20	0	0.168083253669656	0.69838385561089
SV_416	timepoint	2_post	-0.000163966437010004	0.000118934788068825	20	2	0.205329947764118	0.69838385561089
SV_418	metabolic_responder	R	0.000135250457966087	0.000113832188381573	20	0	0.252357946057862	0.69838385561089
SV_42	metabolic_responder	R	-0.00835688209627479	0.00857582833836122	20	7	0.352338907747265	0.69838385561089
SV_42	timepoint	2_post	0.00429154428879244	0.00426430204889699	20	7	0.343694676769802	0.69838385561089
SV_42	time_responder	1_pre_R	0.00684518249084308	0.0060306337916055	20	7	0.289207774543715	0.69838385561089
SV_423	time_responder	1_pre_R	0.00117166089069219	0.00075940189102346	20	2	0.161436333864419	0.69838385561089
SV_424	timepoint	2_post	-0.00087288833749128	0.000634034343593963	20	1	0.18755882136347	0.69838385561089
SV_424	time_responder	1_pre_R	-0.00106867874532409	0.000896659967720905	20	1	0.25070123933529	0.69838385561089
SV_426	metabolic_responder	R	0.000293527523570903	0.00027935147284385	20	0	0.323596471061904	0.69838385561089
SV_426	timepoint	2_post	-4.19342565254444e-05	3.56881780428405e-05	20	0	0.273772816005757	0.69838385561089
SV_43	metabolic_responder	R	0.00072048162242265	0.000663982982036135	20	2	0.30565391964095	0.69838385561089
SV_431	timepoint	2_post	-0.000253543172177088	0.000181114940539799	20	1	0.199107636176788	0.69838385561089
SV_431	time_responder	1_pre_R	-0.00030319179962852	0.00025613520525978	20	1	0.270502218782659	0.69838385561089
SV_432	metabolic_responder	R	-0.000332537313888293	0.000236955618267025	20	20	0.179614731205193	0.69838385561089
SV_432	time_responder	1_pre_R	0.000330781247135054	0.000335105849033728	20	20	0.338289250702467	0.69838385561089
SV_433	timepoint	2_post	-0.000107992721802099	8.82370005146115e-05	20	0	0.255812035441	0.69838385561089
SV_435	metabolic_responder	R	3.07355558388639e-05	2.27307719963877e-05	20	20	0.201138951271034	0.69838385561089
SV_435	timepoint	2_post	-2.18488505269236e-05	1.48773534529879e-05	20	20	0.180131315056138	0.69838385561089
SV_435	time_responder	1_pre_R	-2.41528951569658e-05	2.10397550254337e-05	20	20	0.284150070105416	0.69838385561089
SV_436	time_responder	1_pre_R	0.000672522922052604	0.000634848878208107	20	1	0.305174590962984	0.69838385561089
SV_441	metabolic_responder	R	0.000214296512728277	0.000209126824560603	20	0	0.321342522406675	0.69838385561089
SV_441	time_responder	1_pre_R	-0.000353475990108552	0.00026441970309828	20	0	0.218054213697785	0.69838385561089
SV_442	time_responder	1_pre_R	0.00129444309528859	0.00128633966374903	20	1	0.34373723027457	0.69838385561089
SV_443	metabolic_responder	R	-0.00118206920494167	0.0008469867154926	20	1	0.183641190879846	0.69838385561089
SV_443	timepoint	2_post	0.000945171543840045	0.000706082104795457	20	1	0.217488200455325	0.69838385561089
SV_445	time_responder	1_pre_R	-0.000198700333643834	0.000194303206993028	20	20	0.336408241965549	0.69838385561089
SV_446	timepoint	2_post	-0.000326154530459951	0.000220943565991325	20	2	0.178135674621923	0.69838385561089
SV_446	time_responder	1_pre_R	-0.000328458575089982	0.000312461387544007	20	2	0.323881795369196	0.69838385561089
SV_447	metabolic_responder	R	0.000421159410347826	0.000297149490780339	20	20	0.175565648644889	0.69838385561089
SV_447	timepoint	2_post	-0.00042061143247098	0.00029629199889928	20	20	0.193499642890095	0.69838385561089
SV_447	time_responder	1_pre_R	-0.000422915477101099	0.000419020163265996	20	20	0.342381865186238	0.69838385561089
SV_45	metabolic_responder	R	0.00194399485422619	0.000863766704863498	20	6	0.043954314145563	0.69838385561089
SV_45	time_responder	1_pre_R	-0.00106901243100377	0.000793896304536002	20	6	0.215031880529266	0.69838385561089
SV_451	metabolic_responder	R	-0.000481788564380427	0.000344934397616229	20	1	0.181561763762727	0.69838385561089
SV_451	timepoint	2_post	0.000517102255618617	0.000344934397616229	20	1	0.153310565499209	0.69838385561089
SV_451	time_responder	1_pre_R	0.000514798210988554	0.000487810903237865	20	1	0.30695314444954	0.69838385561089
SV_454	time_responder	1_pre_R	-0.000255947259705483	0.000253138021269806	20	20	0.327016789464446	0.69838385561089
SV_457	time_responder	1_pre_R	0.000385835021271408	0.00016405912206268	20	0	0.0465499345077141	0.69838385561089
SV_459	metabolic_responder	R	0.000729474233777184	0.00051382971180988	20	1	0.174890834330924	0.69838385561089
SV_459	time_responder	1_pre_R	-0.000710200208027938	0.00072666494719179	20	1	0.342946746399043	0.69838385561089
SV_46	time_responder	1_pre_R	0.000702596945490621	0.000558546177573785	20	2	0.226475914753768	0.69838385561089
SV_464	time_responder	1_pre_R	-0.000246906508446476	0.000244099914999056	20	20	0.326831194353075	0.69838385561089
SV_466	timepoint	2_post	-0.000624590584695708	0.000603993341836673	20	1	0.316466673147645	0.69838385561089
SV_472	metabolic_responder	R	-0.000164985248246865	0.000170363645634774	20	0	0.350650778218145	0.69838385561089
SV_472	timepoint	2_post	-0.000139443164517247	0.000121518704413611	20	0	0.284329605948536	0.69838385561089
SV_474	metabolic_responder	R	-0.000826257467943044	0.000618600865131338	20	1	0.204466690984865	0.69838385561089
SV_474	timepoint	2_post	0.000611159553434207	0.000448356298915881	20	1	0.209972478878649	0.69838385561089
SV_475	time_responder	1_pre_R	9.5883444297789e-05	8.67016242568975e-05	20	0	0.300913886380673	0.69838385561089
SV_477	time_responder	1_pre_R	0.00056979259247585	0.000543451895183674	20	1	0.31000286435953	0.69838385561089
SV_480	metabolic_responder	R	-0.000104021215189434	0.00010657268515223	20	0	0.34356286242114	0.69838385561089
SV_480	time_responder	1_pre_R	0.000216587334917696	0.000150716536720802	20	0	0.169971271655889	0.69838385561089
SV_482	time_responder	1_pre_R	0.000780522728790901	0.000785335947055691	20	1	0.349394993325861	0.69838385561089
SV_485	timepoint	2_post	-0.000429701808053298	0.000290908576022859	20	20	0.159060336097363	0.69838385561089
SV_485	time_responder	1_pre_R	-0.000432005852683406	0.000411406853622171	20	20	0.309288800676039	0.69838385561089
SV_486	timepoint	2_post	-2.72122620510646e-05	2.03449830334105e-05	20	0	0.217822489474442	0.69838385561089
SV_487	time_responder	1_pre_R	0.000132464020457323	0.000100176830125002	20	0	0.222620083309365	0.69838385561089
SV_488	metabolic_responder	R	-0.000158513198661414	8.26437541848755e-05	20	0	0.0731336044937545	0.69838385561089
SV_488	timepoint	2_post	0.000151283459032664	8.26437541848755e-05	20	0	0.0858579626868536	0.69838385561089
SV_488	time_responder	1_pre_R	0.000166309406664675	0.000116875918013679	20	0	0.173954158185091	0.69838385561089
SV_489	metabolic_responder	R	0.000532628869889827	0.000426172007675282	20	1	0.241672184274435	0.69838385561089
SV_489	time_responder	1_pre_R	-0.000247605505662858	0.000240590363152641	20	1	0.33351339282589	0.69838385561089
SV_49	time_responder	1_pre_R	-0.000509188503240424	0.000431139685163201	20	7	0.271509600985503	0.69838385561089
SV_490	metabolic_responder	R	5.00400655992151e-05	4.96339014823569e-05	20	0	0.328371091451422	0.69838385561089
SV_492	time_responder	1_pre_R	0.00032580345631895	0.000249415251807844	20	20	0.209928521573934	0.69838385561089
SV_497	metabolic_responder	R	0.000567276321230147	0.00039999712572539	20	1	0.175315311276489	0.69838385561089
SV_497	time_responder	1_pre_R	-0.00060856764302134	0.000565681360111102	20	1	0.297966081735268	0.69838385561089
SV_499	time_responder	1_pre_R	-0.000217489839243154	0.000214693393409758	20	20	0.326123229717414	0.69838385561089
SV_5	metabolic_responder	R	0.0157950704646811	0.0163440960266395	20	20	0.349210448402231	0.69838385561089
SV_50	timepoint	2_post	-0.00702477696750015	0.00467070793715059	20	2	0.152061913315669	0.69838385561089
SV_50	time_responder	1_pre_R	-0.0070574850140698	0.00660537851060202	20	2	0.30117542650141	0.69838385561089
SV_500	timepoint	2_post	-0.000129121285068323	8.55021442729105e-05	20	0	0.150499801392229	0.69838385561089
SV_500	time_responder	1_pre_R	-0.000135957351199961	0.000120918292042731	20	0	0.277440673453325	0.69838385561089
SV_503	metabolic_responder	R	-0.000260871994017704	0.00016896797495896	20	0	0.142581620938346	0.69838385561089
SV_505	timepoint	2_post	-0.000152294530174521	5.70490233070002e-05	20	0	0.0283825755657569	0.69838385561089
SV_505	time_responder	1_pre_R	-0.000120882539432303	8.06795024808984e-05	20	0	0.172433408213429	0.69838385561089
SV_507	timepoint	2_post	-0.000466005165934374	0.000316994243505024	20	20	0.160931878708206	0.69838385561089
SV_507	time_responder	1_pre_R	-0.000468309210564457	0.000448297558359005	20	20	0.311716554393506	0.69838385561089
SV_509	time_responder	1_pre_R	-0.000212204375777583	0.000209410055315666	20	20	0.325975768571019	0.69838385561089
SV_510	time_responder	1_pre_R	0.000472481634210076	0.000435538382880245	20	1	0.29407641847619	0.69838385561089
SV_511	timepoint	2_post	0.000134962813581635	9.44142568107951e-05	20	20	0.190733203127015	0.69838385561089
SV_511	time_responder	1_pre_R	0.000132658768951551	0.000133521922463203	20	20	0.349545778777987	0.69838385561089
SV_513	metabolic_responder	R	-0.000206998491983098	0.000158658345283816	20	20	0.210456333257149	0.69838385561089
SV_513	timepoint	2_post	0.000290948281932875	0.000158658345283817	20	20	0.085351461147625	0.69838385561089
SV_513	time_responder	1_pre_R	0.000288644237302752	0.000224376783684047	20	20	0.21659777626183	0.69838385561089
SV_515	metabolic_responder	R	-0.000785939886484455	0.000645976414263585	20	2	0.25449048111354	0.69838385561089
SV_515	timepoint	2_post	0.000320457570236803	0.000227681883107778	20	2	0.196931766295033	0.69838385561089
SV_515	time_responder	1_pre_R	0.000318153525606731	0.000321990806997666	20	2	0.35205082487577	0.69838385561089
SV_517	timepoint	2_post	-0.000417407652220052	0.000282661404956688	20	20	0.159165593265597	0.69838385561089
SV_517	time_responder	1_pre_R	-0.000419711696850136	0.000399743592449181	20	20	0.309341128900587	0.69838385561089
SV_518	time_responder	1_pre_R	-0.00011118634128029	0.000107646917264859	20	20	0.331871484262081	0.69838385561089
SV_519	time_responder	1_pre_R	0.000124260594428217	9.05953287599664e-05	20	1	0.189117104429543	0.69838385561089
SV_521	metabolic_responder	R	0.00031520172356077	0.000314313341122458	20	1	0.33558598245542	0.69838385561089
SV_521	time_responder	1_pre_R	-0.000311688040553167	0.000292090321061779	20	1	0.317069790204128	0.69838385561089
SV_53	timepoint	2_post	-0.000685648664352658	0.000499908789890834	20	1	0.189133267244116	0.69838385561089
SV_530	metabolic_responder	R	-7.52891943514834e-05	6.24863627412884e-05	20	19	0.245765592424219	0.69838385561089
SV_530	time_responder	1_pre_R	0.000114853788283406	8.83690616520949e-05	20	19	0.212116247229543	0.69838385561089
SV_531	metabolic_responder	R	0.000201741104328791	0.000137201089884201	20	0	0.174659514504593	0.69838385561089
SV_531	time_responder	1_pre_R	-0.000178632345618138	7.38442546316052e-05	20	0	0.0419126963191905	0.69838385561089
SV_532	time_responder	1_pre_R	0.000475873583553033	0.000468627181771858	20	1	0.339608917148428	0.69838385561089
SV_534	metabolic_responder	R	-0.000399557776475801	0.000286124140028063	20	20	0.181651933259515	0.69838385561089
SV_534	timepoint	2_post	0.000461972442944223	0.000286124140028063	20	20	0.125945288977218	0.69838385561089
SV_534	time_responder	1_pre_R	0.00045966839831413	0.000404640639350026	20	20	0.272689935623324	0.69838385561089
SV_536	metabolic_responder	R	-0.000419573683870678	0.000299478040788453	20	19	0.180306127018034	0.69838385561089
SV_536	timepoint	2_post	0.000475190201714836	0.000299478040788453	20	19	0.132137415234935	0.69838385561089
SV_536	time_responder	1_pre_R	0.000472886157084783	0.000423525906915953	20	19	0.280676204400808	0.69838385561089
SV_537	metabolic_responder	R	-0.000168046115858333	0.000118395138253687	20	20	0.174981334849078	0.69838385561089
SV_537	time_responder	1_pre_R	0.000166290049105068	0.000167029092272833	20	20	0.348612239341633	0.69838385561089
SV_538	timepoint	2_post	-4.49828581640652e-05	4.28904809367458e-05	20	0	0.324925730086065	0.69838385561089
SV_54	metabolic_responder	R	-3.87803715147565e-05	3.97172841810559e-05	20	0	0.343393974288004	0.69838385561089
SV_541	timepoint	2_post	9.32602404974233e-05	6.7129719932055e-05	20	20	0.202201000871424	0.69838385561089
SV_542	metabolic_responder	R	-0.000656271237961132	0.000507475717785196	20	1	0.224010978319433	0.69838385561089
SV_542	timepoint	2_post	0.000369905907879894	0.000260227010150169	20	1	0.19296785911924	0.69838385561089
SV_542	time_responder	1_pre_R	0.000367601863249809	0.00036801656705017	20	1	0.347106757222762	0.69838385561089
SV_544	timepoint	2_post	0.000187236514618196	0.000156044997712804	20	0	0.247649097712242	0.69838385561089
SV_547	time_responder	1_pre_R	0.000102625981210292	0.000102026354769449	20	1	0.34392670878433	0.69838385561089
SV_549	metabolic_responder	R	0.000178240405971843	0.000155082198696213	20	0	0.26786736753082	0.69838385561089
SV_550	time_responder	1_pre_R	0.000338930523267095	0.000275552606280402	20	19	0.236475470438145	0.69838385561089
SV_551	timepoint	2_post	-0.000460409655855307	0.000324812711852938	20	1	0.194097034125752	0.69838385561089
SV_551	time_responder	1_pre_R	-0.000456306405544512	0.000459354542333609	20	1	0.349624203126241	0.69838385561089
SV_556	metabolic_responder	R	0.000205692401274699	0.000157058132294926	20	0	0.208806042822313	0.69838385561089
SV_557	metabolic_responder	R	0.000195490858126061	0.000104088175072886	20	0	0.0827243477664412	0.69838385561089
